city,company_name,finance_status,registered_capital,recruit,field,location,latitude,longitude
上海,对接通,未融资,1000万人民币,1-49人,O2O服务,上海市徐汇区桂林路396号1号楼412室,31.168149,121.418162
深圳,海钜信达,未融资,5000万人民币,1000-2000人,基金/证券/投资,福田区东海国际中心A座23楼,22.536877,114.02128
上海,MCAKE,A轮,1000万人民币,500-999人,电子商务,上海市普陀区同普路1130弄3号楼4F,31.232147,121.372916
北京,北京中舟融客信息技术有限公司,未融资,5000万人民币,50-99人,互联网金融,北京市朝阳区四惠东华腾世纪总部公园A座6层,39.910988,116.511397
深圳,思齐软件,未融资,51.0万人民币,50-99人,互联网/电商,深圳市罗湖区人民南路3005号深房广场B座2303室,22.5415,114.11789
北京,汇智翔宇北京,未融资,1000万人民币,50-99人,计算机软件,海淀区中关村南大街12号 天作国际中心B座809,39.957878,116.333329
广州,麦米其珠宝,未融资,100万人民币,50-99人,互联网/电商,广州市番禺区沙头街丽骏路15号12座4楼,22.931568,113.348501
广州,广州市秀韩精细化工有限公司,未融资,550万人民币,100-499人,互联网/电商,广州市天河区天河软件园建中路20号首层,23.125791,113.371171
北京,领团科技,A轮,123.46万人民币,1-49人,计算机软件,北京市西城区裕民路18号北环中心1006室,39.972181,116.38221
上海,传漾网络科技,C轮,160万人民币,100-499人,互联网/电商,上海市长宁区遵义路100号虹桥上海城A座27层,31.207041,121.409079
广州,汇智通信,未融资,5000万人民币,1000-2000人,通信业,广州市海珠区琶洲大道79-87号宝地广场14楼,23.10311,113.342648
北京,捷恩旭,天使轮,119.1856万人民币,1-49人,互联网/电商,北京市朝阳区望京悠乐汇E座1712,39.989938,116.478841
深圳,指芯智能,战略投资,3354.809万人民币,50-99人,互联网/电商,深圳南山区高新技术产业园北区清华信息港科研楼10楼07室,22.552973,113.946398
深圳,无何有网络,未融资,100万人民币,1-49人,社交网络,深圳市福田区侨香路侨香公馆3B-1203,22.544324,114.005834
北京,明星衣橱,未融资,12864.0万人民币,100-499人,互联网/电商,北京市朝阳区建国路118号招商局大厦21层,39.907486,116.46336
广州,安的电子,未融资,1020万人民币,50-99人,电子/芯片/半导体,广州经济技术开发区玉树工业园敬业三街1号H栋东梯4楼,23.154244,113.43301
北京,易企达科技,未融资,600万人民币,50-99人,计算机软件,北京市海淀区上地十街辉煌国际大厦西6号楼314室,40.053457,116.301398
北京,鲜生活电子商务,B轮,100万人民币,100-499人,电子商务,北京市朝阳区东四环中路华业国际中心B座328,39.918968,116.487656
北京,北京长能环境大数据科技有限公司,A轮,5000万人民币,50-99人,互联网/电商,北京市西城区广安门外大街248号机械大厦,39.889366,116.326979
北京,心游科技,未融资,100万人民币,100-499人,游戏产业,北京市海淀区苏州街55号 名商大厦6层606室,39.971869,116.306199
广州,广州绽放信息科技,B轮,100万人民币,100-499人,互联网/电商,广州天河区科韵路信息港方圆E时光2602,23.126421,113.372511
北京,英科可,未融资,1000万人民币,50-99人,互联网/电商,北京朝阳区三元桥第三置业大厦B座7层,39.960811,116.45119
深圳,深圳业际光电股份有限公司,战略投资,10000万人民币,2000-5000人,电子/芯片/半导体,深圳市龙岗区宝龙工业城宝龙五路同乐科技园B栋,22.69548,114.30136
北京,北京一路捞互联网科技有限公司,未融资,,1000-2000人,互联网/电商,北京市丰台区航丰路1号时代财富天地2015,39.831728,116.28775
上海,上海汉得信息,IPO上市,87299.4589万人民币,10000人以上,互联网/电商,上海市青浦区汇联路33号,31.167729,121.15653
北京,劳动光荣科技(北京)有限公司,天使轮,10万人民币,1-49人,互联网/电商,朝阳区十里堡34号1号楼,39.914861,116.50096
广州,丰川网络,未融资,200万人民币,1-49人,IT服务,天河区科华路251号乐天创意园B栋1楼B1010,23.146975,113.362124
北京,迈可思科技,未融资,268.8171万人民币,50-99人,互联网/电商,北京朝阳区高碑店八里庄产业园联信国际大厦A座601,39.911523,116.50911
广州,元镁计算机,未融资,300万人民币,1-49人,计算机软件,广州市越秀区沿江中路298号江湾商业中心3701房,23.11514,113.27723
深圳,巨潮科技,未融资,2587.5万人民币,100-499人,电子/芯片/半导体,深圳市龙华新区华荣路397号龙富工业区8栋,22.685839,113.990292
上海,池乐科技,未融资,4081.6327万人民币,50-99人,互联网/电商,上海浦东新区新金桥路201号902室,31.248081,121.59843
上海,千般爱网络,未融资,2900万人民币,100-499人,互联网/电商,上海市长宁区通协路288弄旭辉虹桥国际1号楼2楼,31.204376,121.421924
北京,理想空间,未融资,5000万人民币,1-49人,互联网/电商,北京市朝阳区光华路22号光华路SOHO一期2单元15层1511-1512,39.913151,116.45243
广州,勤思网络,未融资,3000万人民币,1-49人,互联网/电商,广州大学城广东工业大学理学馆,23.034987,113.39999
深圳,维护电子商务,未融资,2000万人民币,1-49人,互联网/电商,深圳市南山区科慧路1号沛鸿电子A2栋506,22.544794,113.948696
上海,上海悉地智能科技有限公司,未融资,100万人民币,2000-5000人,互联网/电商,上海市杨浦区四平路1758号CCDI大楼,31.286779,121.50919
上海,轻轻科技,D轮,600万人民币,1000-2000人,在线教育,徐汇区凯进路259号,31.183521,121.42989
北京,北京才智合众教育科技有限公司,未融资,140万人民币,1-49人,互联网/电商,北京市海淀区知春路22号国鹏大厦,39.976131,116.345451
上海,上海冥晨,未融资,625万人民币,1-49人,互联网/电商,上海市黄浦区河南南路33号新上海城市广场10楼M室,31.229661,121.487369
上海,乐蜗信息科技,未融资,1425.287万人民币,100-499人,互联网/电商,上海市浦东新区盛夏路666号盛银大厦D座3楼,31.243363,121.481331
北京,泰岳智桥,未融资,1000万人民币,500-999人,互联网/电商,北京市朝阳区北苑路甲13号院北辰泰岳大厦1号楼14层,40.031982,116.417161
北京,北京衣二三网络科技有限公司,C轮,398.0136万人民币,50-99人,互联网/电商,北京市东城区王府井大街218-2，东方广场西配楼5层,39.910348,116.413401
上海,上海糖玩国际旅行社有限公司,C轮,2000万人民币,100-499人,互联网/电商,上海市徐汇区田林路105号（虹梅国际广场）706室,31.169995,121.415826
深圳,深圳市劲嘉科技有限公司,未融资,2000万人民币,100-499人,电子/芯片/半导体,深圳市宝安区松岗街道燕川社区燕山大道6-6号劲嘉工业园,22.80712,113.85851
深圳,深圳市杰仕博科技有限公司,未融资,1000万人民币,500-999人,电子/芯片/半导体,深圳市宝安区沙井共和先裕兴工业园3栋,22.758911,113.8019
北京,华清科盛,B轮,1800.8935万人民币,50-99人,IT服务,北京市亦庄经济技术开发区科创十四街99号汇龙森科技园7号楼2501,39.776676,116.558699
北京,北京精友时代信息技术发展有限公司,未融资,3000万人民币,100-499人,互联网/电商,北京市海淀区上地信息路1号院国际科技创业园A栋3层,40.045749,116.30377
北京,钱方好近,C轮,5680.9111万人民币,100-499人,互联网/电商,北京市朝阳区阜通东大街1号院望京SOHO中心T3 A座17层  ,39.995963,116.480725
北京,乐教乐学,A轮,1000万人民币,50-99人,互联网/电商,北京市海淀区中关村E世界A座1102室,39.981279,116.315603
北京,北京思享时光科技有限公司,未融资,1000万人民币,100-499人,互联网/电商,北京朝阳区胜古南里甲34号三层,39.969299,116.41199
上海,上海和源,未融资,300万人民币,50-99人,通信业,长宁区金钟路999号B幢406,31.2205,121.351204
上海,锦彩科技,未融资,5000万人民币,100-499人,互联网/电商,上海市虹口区东大名路815号主楼五楼,31.250619,121.50365
上海,上海真顶信息技术有限公司,未融资,100万人民币,50-99人,计算机软件,上海市长宁区天山路641号1号楼902室,31.21307,121.394757
深圳,高斯贝尔家居,未融资,2000万人民币,500-999人,电子/芯片/半导体,深圳市宝安中心区F518时尚创意园F12栋,22.565642,113.861237
北京,安沃传媒,D轮,1266.6667万人民币,100-499人,互联网/电商,朝阳区惠河南街1102国粹苑A座3层3078-3085室,39.903014,116.508114
北京,北京华进创威电子有限公司,未融资,5600万人民币,100-499人,电子/芯片/半导体,北京经济技术开发区通惠干渠路17号,39.923698,116.389264
北京,北京布劳克晨信息技术有限公司,天使轮,5000万人民币,100-499人,互联网金融,北京市朝阳区颐堤港,39.969675,116.491317
北京,恒游互动网络北京,未融资,10万人民币,100-499人,游戏产业,北京朝阳区立水桥北方明珠大厦1号楼2123室,40.056282,116.415127
上海,通力凯顿(上海)系统集成,未融资,248.5947万人民币,1-49人,IT服务,上海市南昌路59号701室,31.21805,121.4667
上海,云络网络,未融资,987.371万人民币,50-99人,IT服务,上海市斜土路X2创意空间 1238号1-601室,31.198859,121.46468
北京,团车网,IPO上市,1027.749万人民币,500-999人,互联网/电商,海淀区羊坊店路21号瑞海大厦9层,39.897764,116.319845
上海,上海日出科技有限公司,未融资,5000万人民币,100-499人,计算机软件,上海总部：静安区沪太路1895弄51号诺诚1895创意园区10号楼 200072,31.292635,121.422447
北京,我爱卡,未融资,738.7725万人民币,100-499人,互联网金融,北京市朝阳区望京广顺南大街16号索尼大厦A座23层,39.986159,116.481229
上海,安码商务软件,未融资,93.8万人民币,100-499人,计算机软件,上海市漕溪北路88号圣爱大厦1001室 ,31.1919,121.43706
上海,上海恒圣达科技贸易发展有限责任公司,未融资,100万人民币,1-49人,电子/芯片/半导体,上海市浦东新区金桥路1398号金台大厦1101室,31.252126,121.587737
上海,新智认知,B轮,50000万人民币,1000-2000人,通信业,上海市杨浦区政立路421号中航天盛广场6-9楼,31.308255,121.511101
北京,北京悦龙数字广播传媒科技有限责任公司,未融资,1000万人民币,100-499人,互联网/电商,北京市朝阳区建国门外大街14号广播大厦15层1506,39.907361,116.443279
上海,国视通讯(上海)有限公司,未融资,3000万人民币,50-99人,通信业,上海浦东新区新金桥路230号,31.249671,121.59807
上海,上海兆越通讯技术有限公司,未融资,5000万人民币,100-499人,通信业,上海松江区九亭镇九泾路959弄豪禺创业园北座6楼,31.14304,121.28864
北京,泛亚有色金属交易所股份有限公司,未融资,10000万人民币,100-499人,互联网/电商,北京市朝阳区建国门外大街1号国贸大厦4718室&昆明市五华区崇仁街7号,39.912411,116.458493
深圳,科文思信息,未融资,93.8万人民币,5000-10000人,互联网/电商,福田区福华一路中国人寿大厦18楼,22.535179,114.051306
北京,爱视游科技文化,A轮,1000万人民币,50-99人,互联网/电商,北京市朝阳区北苑路18号华发颐园底商3层 ,40.043269,116.415201
上海,蘑菇公寓,未融资,145.4545万人民币,100-499人,O2O服务,上海市静安区江宁路212号凯迪克大厦22层,31.231699,121.45488
深圳,儿童云儿童家园,未融资,100万人民币,1-49人,互联网/电商,宝安82区新湖路华美居商务中心A区719,22.564048,113.878687
上海,上海恒奕伟业营销策划有限公司,未融资,100万人民币,2000-5000人,互联网/电商, 上海市普陀区中山北路3000号（凯旋北路1016号）长城大厦,31.23824,121.41578
上海,上海佳码软件科技有限公司,未融资,200万人民币,1-49人,互联网/电商,上海市徐汇区虹桥路333号509A,31.192813,121.431594
北京,有利网,C轮,100000万人民币,1000-2000人,互联网/电商,北京市海淀区丹棱街1号互联网金融中心,39.979386,116.313061
北京,华尔兹科技,天使轮,718.75万人民币,50-99人,互联网/电商,北京市东城区北三环东路36号环球贸易中心C座1805,39.967469,116.41035
上海,上海云深网络技术有限公司,A轮,434.6135万人民币,1-49人,互联网/电商,浦东新区张衡路666弄1号楼609,31.187295,121.59601
深圳,深圳市海勤科技有限公司,未融资,2000万人民币,100-499人,电子/芯片/半导体,南山区粤海街道科丰路2号特发信息港大厦A栋8楼,22.550683,113.950945
广州,天悦科技,未融资,1000万人民币,50-99人,互联网/电商,广州市天河区水荫路115号天溢大厦,23.14357,113.31115
北京,微赢互动科技,B轮,1278.772392万人民币,100-499人,互联网/电商,清华同方科技科技大厦B座12层,39.99939,116.338929
深圳,朵唯,未融资,11112万人民币,100-499人,通信业,深圳市南山区沙河西路3151号新兴产业园（健兴科技大厦B座801-805）,22.568984,113.954171
